Исходный массив:
a[422] = -80.3
a[423] = 10.9
a[424] = 23.3
a[425] = 23.9
a[426] = -49.8
a[427] = -50.9
a[428] = -6.7
a[429] = 25.9
a[430] = -92
a[431] = -14.5
a[432] = -71.8
a[433] = 96.8
a[434] = 74.7
a[435] = 57.3
a[436] = -80.4
a[437] = -38.8
a[438] = -87.4
a[439] = -70.6
a[440] = -45.9
a[441] = -46
a[442] = 49.3
a[443] = -11.1
a[444] = 25.9
a[445] = 89.1
a[446] = 89.5
a[447] = -83.9
a[448] = 19.8
a[449] = 95.5
a[450] = 32.7
a[451] = -55.4
a[452] = 80
a[453] = -77.9
a[454] = 76.3
a[455] = -17.1
a[456] = -61.4
a[457] = -91.3
a[458] = -96.4
a[459] = 61.8
a[460] = 23.6
a[461] = -50.5
a[462] = -61.4
a[463] = -95.5
a[464] = -56.2
a[465] = -30.9
a[466] = -36.5
a[467] = -92.9
a[468] = -30.2
a[469] = 92.1
a[470] = -66.3
a[471] = 53.8
a[472] = 10.2
a[473] = -77.9
a[474] = 35.7
a[475] = -47.1
a[476] = -25.4
a[477] = 14.1
a[478] = -54.3
a[479] = 19.2
a[480] = 49.5
a[481] = -22.5
a[482] = 37.1
a[483] = -37.4
a[484] = 28.9
a[485] = -52.8
a[486] = -32
a[487] = 58.7
a[488] = 74.7
a[489] = 85.3
a[490] = -3.5
a[491] = -88.3
a[492] = 48.1
a[493] = -78.6
a[494] = 82.2
a[495] = -63.6
a[496] = -61.1
a[497] = 23.5
a[498] = -55.8
a[499] = -33.3
a[500] = -91.9
a[501] = 31.4
a[502] = -65.2
a[503] = -80.1
a[504] = -55.2
a[505] = -6.6
a[506] = 24.8
a[507] = -50.6
a[508] = 53.8
a[509] = -61.9
a[510] = -40.6
a[511] = 11.7
a[512] = -99.3
a[513] = -75
a[514] = 80.3
a[515] = 85.2
a[516] = -46.6
a[517] = 52.5
a[518] = 22.3
a[519] = -36.7
a[520] = -75.4
a[521] = -32.7
a[522] = -93.5
a[523] = 60.5
a[524] = 1.5
a[525] = -93.9
a[526] = -11.7
a[527] = 27.1
a[528] = 69.3
a[529] = -63.2
a[530] = -19.8
a[531] = 65.3
a[532] = -59.2
a[533] = -70.6
a[534] = -89.8
a[535] = 64
a[536] = 44.1
a[537] = -48.9
a[538] = 9.2
a[539] = -30.6
a[540] = -39.9
a[541] = -10.5
a[542] = 38.7
a[543] = -62.3
a[544] = -15.1
a[545] = -27.7
a[546] = -72.1
a[547] = -16.9
a[548] = 9.8
a[549] = -36.1
a[550] = -70.3
a[551] = 93.4
a[552] = -56.5
a[553] = -41.7
a[554] = -58.6
a[555] = -47.1
a[556] = -57.6
a[557] = -3.8
a[558] = -51.1
a[559] = -6.1
a[560] = -47.8
a[561] = 25.6
a[562] = 15.2
a[563] = -84.7
a[564] = -51.4
a[565] = 87.9
a[566] = -2.7
a[567] = -82.8
a[568] = -43
a[569] = 19
a[570] = -87.8
a[571] = -13.2
a[572] = 64.6
a[573] = 69.9
a[574] = -90.2
a[575] = 37.7
a[576] = 25.2
a[577] = 18.3
a[578] = -98.4
a[579] = 11
a[580] = 2.9
a[581] = 34.7
a[582] = 24.4
a[583] = -59
a[584] = -76.9
a[585] = 76.9
a[586] = -35.1
a[587] = 67.7
a[588] = 29.3
a[589] = -39.2
a[590] = -75.7
a[591] = -50.1
a[592] = 16.6
a[593] = -28.5
a[594] = -76.8
a[595] = -86.7
a[596] = 10.9
a[597] = 61.6
a[598] = 51.6
a[599] = -92.3
a[600] = -56.6
a[601] = 10.5
a[602] = 37.3
a[603] = -40.3
a[604] = 12.1
a[605] = -99.2
a[606] = -83.2
a[607] = -27.6
a[608] = 6.8
a[609] = -22.8
a[610] = -47.1
a[611] = 82.1
a[612] = 37.2
a[613] = -54.4
a[614] = 57.9
a[615] = -5.4
a[616] = 17
a[617] = 56.2
a[618] = 70.5
a[619] = 16.9
a[620] = -55.8
a[621] = -53.1
a[622] = 67.7
a[623] = 4.5
a[624] = -21.4
a[625] = 45.9
a[626] = 33.9
a[627] = 14.4
a[628] = -17.9
a[629] = -43
a[630] = -4.1
a[631] = -15.4
a[632] = -24.9
a[633] = 3.8
a[634] = -31.4
a[635] = -95.7
a[636] = -52.5
a[637] = -70.6
a[638] = -2.9
a[639] = 99.8
a[640] = 1.2
a[641] = 77.6
a[642] = 64.5
a[643] = -82.1
a[644] = -58.9
a[645] = 54.7
a[646] = -50
a[647] = -11.3
a[648] = 90.3
a[649] = -80.8
a[650] = -92.4
a[651] = -28.9
a[652] = -6.1
a[653] = -46.1
a[654] = -75
a[655] = -11.9
a[656] = 90.4
a[657] = -15.2
a[658] = 7.3
a[659] = -18.2
a[660] = 90.1
a[661] = -66.5
a[662] = -78.4
a[663] = -57.4
a[664] = 85.9
a[665] = -58.3
a[666] = -4.4
a[667] = 21.1
a[668] = -10.9
a[669] = -51.9
a[670] = 80.5
a[671] = -77.1
a[672] = -58.2
a[673] = 38.3
a[674] = 49
a[675] = -76.2
a[676] = 42.8
a[677] = 97.1
a[678] = -36.6
a[679] = -21.3
a[680] = -5
a[681] = -45.6
a[682] = -93.7
a[683] = 60
a[684] = 8.7
a[685] = 58.3
a[686] = 35.4
a[687] = -97.9
a[688] = 66.3
a[689] = 64.5
a[690] = -90.9
a[691] = -62.4
a[692] = -12.7
a[693] = 52.9
a[694] = -36.8
a[695] = 98.2
a[696] = -4.3
a[697] = 57.5
a[698] = 88.6
a[699] = 93.3
a[700] = -95
a[701] = -78.3
a[702] = -60
a[703] = 16.4
a[704] = 48.6
a[705] = 92.7
a[706] = -75.4
a[707] = -61.1
a[708] = -6
a[709] = -89.5
a[710] = -46
a[711] = 91.9
a[712] = -55.3
a[713] = -85.7
a[714] = -48.4
a[715] = 96.4
a[716] = 43.7
a[717] = -86.2
a[718] = -69.1
a[719] = 94.4
a[720] = 7.3
a[721] = -99.2
a[722] = 35.1
a[723] = 87.8
a[724] = -49.5
a[725] = 53.6
a[726] = 72.7
a[727] = 88.4
a[728] = -38.2
a[729] = 23.6
a[730] = 73
a[731] = -62
a[732] = 37.1
a[733] = 68.4
a[734] = -33.2
a[735] = 76
a[736] = 78.6
a[737] = -35.9
a[738] = -84.5
a[739] = 10.5
a[740] = -4
a[741] = -89.8
a[742] = 95.1
a[743] = -54.3
a[744] = 64.6
a[745] = 16.6
a[746] = 59.2
a[747] = -98.4
a[748] = -21.6
a[749] = 76.8
a[750] = 86.7
a[751] = -66.7
a[752] = -23.9
a[753] = 49.8
a[754] = 36.9
a[755] = -3.5
a[756] = -19.5
a[757] = 1.9
a[758] = -55
a[759] = 71.6
a[760] = 52.7
a[761] = 78
a[762] = 79.5
a[763] = 81.8
a[764] = -98.3
a[765] = 32.7
a[766] = 70.1
a[767] = -31.7
a[768] = 25.2
a[769] = 90.7
a[770] = 75.4
a[771] = 69.7
a[772] = 89.1
a[773] = 63.5
a[774] = 28.6
a[775] = -1.5
a[776] = 17.1
a[777] = -56.4
a[778] = -74.5
a[779] = -69
a[780] = -59.3
a[781] = 80.8
a[782] = -54.3
a[783] = -66.1
a[784] = -53
a[785] = -93.5
a[786] = 21.5
a[787] = -38.5
a[788] = 27.3
a[789] = -8.5
a[790] = -81.7
a[791] = 52.4
a[792] = 24.2
a[793] = 97.7
a[794] = 70
a[795] = -41.8
a[796] = 64.2
a[797] = 12
a[798] = -48.6
a[799] = 31.3
a[800] = 43.5
a[801] = 87.5
a[802] = 14.2
a[803] = 6.3
a[804] = 28.5
a[805] = -9.9
a[806] = -11.2
a[807] = -49
a[808] = 28.7
a[809] = -56.9
a[810] = 2.1
a[811] = 48.4
a[812] = -41.3
a[813] = 11.7
a[814] = 93.8
a[815] = 31.9
a[816] = 6.1
a[817] = -93.1
a[818] = 76.2
a[819] = -85.7
a[820] = 65.4
a[821] = 18.2
a[822] = -25.9
a[823] = 81.1
a[824] = 93.1
a[825] = -25
a[826] = 36.1
a[827] = -14.3
a[828] = -10.7
a[829] = -69.1
a[830] = 31.1
a[831] = -26.1
a[832] = 75.6
a[833] = 11.8
a[834] = -77.9
a[835] = -6.5
a[836] = 57.7
a[837] = -13.2
a[838] = 3.6
a[839] = -30.9
a[840] = 26.2
a[841] = -48
a[842] = 96.1
a[843] = -74.4
a[844] = -91.3
a[845] = 8
a[846] = -40.3
a[847] = -15.7
a[848] = 26.2
a[849] = -74.1
a[850] = 93.9
a[851] = 20.4
a[852] = -82.2
a[853] = -19.7
a[854] = 86
a[855] = 79.5
a[856] = 88.4
a[857] = 92.6
a[858] = -24.7
a[859] = -9.1
a[860] = 16.2
a[861] = -8.8
a[862] = -53.2
a[863] = 26.1
a[864] = -74.8
a[865] = 31.7
a[866] = -80.4
a[867] = 13.2
a[868] = -15.3
a[869] = -46.6
a[870] = 93.2
a[871] = 35.1
a[872] = -9.5
a[873] = -52.7
a[874] = 70.2
a[875] = 19.1
a[876] = -7.7
a[877] = 35.2
a[878] = 65.7
a[879] = -30.8
a[880] = -83.1
a[881] = -71.2
a[882] = 98.2
a[883] = 28
a[884] = -92.3
a[885] = 3.2
a[886] = 70.9
a[887] = -59.8
a[888] = 75.7
a[889] = -78.4
a[890] = 15.4
a[891] = -41.1
a[892] = 82.9
a[893] = -77.6
a[894] = -95.4
a[895] = -61.1
a[896] = 7.8
a[897] = -67.1
a[898] = -17.1
a[899] = 80.8
a[900] = 7.1
a[901] = -8.7
a[902] = 71.4
a[903] = -48.2
a[904] = 53
a[905] = 96.2
a[906] = 42.4
a[907] = -32.1
a[908] = 34.3
a[909] = 86.2
a[910] = -98.6
a[911] = -89.1
a[912] = 99.8
a[913] = 70.7
a[914] = 17.5
a[915] = -80.7
a[916] = -93
a[917] = 65.1
a[918] = -10.9
a[919] = 2
a[920] = 82.3
a[921] = 49.5
a[922] = 64.7
a[923] = 83.7
a[924] = -48.2
a[925] = 6.2
a[926] = 53.2
a[927] = -15.4
a[928] = 75.4
a[929] = 28
a[930] = 93.7
a[931] = 20.4
a[932] = -78.8
a[933] = 5
a[934] = 19.4
a[935] = -56
a[936] = -66.1
a[937] = -45
a[938] = -63.6
a[939] = -4.4
a[940] = 34.3
a[941] = 6.4
a[942] = 24.9
a[943] = -45.6
a[944] = -42.9
a[945] = -28.9
a[946] = -63.5
a[947] = -14.3
a[948] = 36.7
a[949] = 96.1
a[950] = 93.4
a[951] = -50
a[952] = 72.3
a[953] = -22.2
a[954] = -88
a[955] = 42.3
a[956] = -90.7
a[957] = 26.3
a[958] = -15.6
a[959] = 81.6
a[960] = 41.7
a[961] = -81
a[962] = 13.6
a[963] = 89.8
a[964] = 73.2
a[965] = -99.5
a[966] = 61.9
a[967] = -67.9
a[968] = 65.8
a[969] = 45.9
a[970] = -94.1
a[971] = -16.6
a[972] = 66.1
a[973] = -6.7
a[974] = -88.4
a[975] = 66.4
a[976] = 9
a[977] = 64.9
a[978] = 44.7
a[979] = -98.8
a[980] = -7.7
a[981] = 3.7
a[982] = -95.2
a[983] = 90.1
a[984] = 96.4
a[985] = -77.3
a[986] = 51.7
a[987] = -54.1
a[988] = 66.4
a[989] = 69.1
a[990] = -92.1
a[991] = -55.8
a[992] = -67.6
a[993] = -1.9
a[994] = -89.5
a[995] = 5
a[996] = 7.5
a[997] = 36.9
a[998] = -59
a[999] = 32.6
a[1000] = 18

