Количество элементов на промежутке от 1 до 4: 4

Исходный массив:
a[421] = -557
a[422] = -553.7
a[423] = -551.2
a[424] = -550.8
a[425] = -550.3
a[426] = -549.6
a[427] = -549.4
a[428] = -549.2
a[429] = -547.8
a[430] = -547.7
a[431] = -547.4
a[432] = -546.8
a[433] = -545.1
a[434] = -543.4
a[435] = -543.2
a[436] = -542.7
a[437] = -539.9
a[438] = -539.6
a[439] = -538.9
a[440] = -538.3
a[441] = -537.6
a[442] = 537.4
a[443] = -536.1
a[444] = -534.9
a[445] = -532.7
a[446] = -532.2
a[447] = 530.3
a[448] = 530.2
a[449] = 526.8
a[450] = -524.3
a[451] = 520
a[452] = -517.9
a[453] = 517.1
a[454] = -517.1
a[455] = -515.4
a[456] = -514.9
a[457] = 514.7
a[458] = -513.2
a[459] = 511.9
a[460] = -511.7
a[461] = 510.9
a[462] = -506.6
a[463] = 502.2
a[464] = -501.9
a[465] = 501.4
a[466] = -500.8
a[467] = 499.7
a[468] = 497.3
a[469] = -496.6
a[470] = -492.9
a[471] = -492
a[472] = 491.5
a[473] = 490
a[474] = -489.9
a[475] = -489.4
a[476] = -488.3
a[477] = -487
a[478] = 486.8
a[479] = 486.7
a[480] = -486.1
a[481] = 486
a[482] = -485.9
a[483] = -483.9
a[484] = 481.8
a[485] = -481.5
a[486] = -481.5
a[487] = -481
a[488] = 480.9
a[489] = -480.5
a[490] = 480.1
a[491] = -478.5
a[492] = -478.3
a[493] = -477.9
a[494] = -477.8
a[495] = -475.1
a[496] = 469.9
a[497] = -468.4
a[498] = 468.3
a[499] = -467.3
a[500] = -467.2
a[501] = -466.1
a[502] = 465.3
a[503] = 464.1
a[504] = -457.5
a[505] = -457.3
a[506] = -456.4
a[507] = -452.9
a[508] = -450.4
a[509] = 449.4
a[510] = -447.3
a[511] = -445.7
a[512] = -444
a[513] = -440.8
a[514] = -439.7
a[515] = 436.4
a[516] = -436.3
a[517] = -436.2
a[518] = -434.6
a[519] = -434.5
a[520] = 433.2
a[521] = 433.2
a[522] = -432
a[523] = -431.3
a[524] = -428.8
a[525] = -428.5
a[526] = -428.5
a[527] = 428
a[528] = -427.7
a[529] = -426.7
a[530] = -426
a[531] = -423.2
a[532] = -423.2
a[533] = 419.5
a[534] = -415.7
a[535] = -414.7
a[536] = -414.6
a[537] = -414.4
a[538] = -414.4
a[539] = -412.6
a[540] = -412.2
a[541] = -411.2
a[542] = -408.9
a[543] = -408.2
a[544] = 405.5
a[545] = 405
a[546] = -404.8
a[547] = -404.8
a[548] = -403.8
a[549] = -402.8
a[550] = -398
a[551] = 396.3
a[552] = -396.3
a[553] = 396
a[554] = -395.8
a[555] = -395.4
a[556] = 392.2
a[557] = 391.9
a[558] = 391.3
a[559] = -388.4
a[560] = -386.2
a[561] = -386.1
a[562] = -386
a[563] = 385.5
a[564] = -384.9
a[565] = -384.4
a[566] = -383.8
a[567] = -383.3
a[568] = -382.9
a[569] = -380.4
a[570] = -380
a[571] = 379
a[572] = -378.3
a[573] = 378.1
a[574] = -376.4
a[575] = -375.7
a[576] = -374.6
a[577] = -374.6
a[578] = -374.2
a[579] = -373.9
a[580] = 373.3
a[581] = -373.2
a[582] = -371.9
a[583] = 370.3
a[584] = 370.2
a[585] = -369.6
a[586] = -368.5
a[587] = -368.2
a[588] = -367.9
a[589] = -367.7
a[590] = -366
a[591] = -365.4
a[592] = -364.8
a[593] = 364.7
a[594] = -364.2
a[595] = -364
a[596] = -363.2
a[597] = 361.8
a[598] = -361.6
a[599] = -359.5
a[600] = -359.4
a[601] = -359
a[602] = -358.3
a[603] = 357.7
a[604] = 357.5
a[605] = -353.2
a[606] = -351.7
a[607] = 351.3
a[608] = -350.2
a[609] = -349.3
a[610] = 348.2
a[611] = 348.1
a[612] = -347.6
a[613] = -346
a[614] = -345.8
a[615] = 345
a[616] = 344.2
a[617] = -343.1
a[618] = 341.8
a[619] = 341.5
a[620] = -341.3
a[621] = -339.1
a[622] = 336.5
a[623] = -336.4
a[624] = -336.1
a[625] = -334.4
a[626] = 333.9
a[627] = -333.5
a[628] = 333
a[629] = -332.9
a[630] = 331.3
a[631] = -330.7
a[632] = -330.4
a[633] = 330.3
a[634] = -327.1
a[635] = 326.6
a[636] = 325.2
a[637] = 322.9
a[638] = 321.2
a[639] = -320.6
a[640] = -317.7
a[641] = -315.7
a[642] = 315.4
a[643] = -315.3
a[644] = 313.8
a[645] = -313.4
a[646] = -311.7
a[647] = 311.7
a[648] = -310.6
a[649] = -310.5
a[650] = 310.4
a[651] = -309.4
a[652] = -308.7
a[653] = 308.4
a[654] = 307.8
a[655] = -307.1
a[656] = -306.9
a[657] = 306.4
a[658] = -305.6
a[659] = -305.2
a[660] = -304.8
a[661] = 304.2
a[662] = 303.5
a[663] = -302.6
a[664] = -301.8
a[665] = 300.4
a[666] = -299.4
a[667] = -298.2
a[668] = -298.2
a[669] = -297.3
a[670] = -295.3
a[671] = -294.1
a[672] = -293.4
a[673] = -293.2
a[674] = -292.5
a[675] = -288.8
a[676] = -288.3
a[677] = 288.3
a[678] = 287.3
a[679] = -287.2
a[680] = -286.3
a[681] = 285.7
a[682] = 285.7
a[683] = -283.9
a[684] = 275.4
a[685] = -274.8
a[686] = 274.1
a[687] = -274
a[688] = -273.2
a[689] = 272.2
a[690] = -272
a[691] = -270.7
a[692] = 270.2
a[693] = 269.7
a[694] = -267.8
a[695] = 267
a[696] = -265.8
a[697] = 265.8
a[698] = -265.7
a[699] = -265.2
a[700] = -264.5
a[701] = 263.9
a[702] = 262.8
a[703] = 260.4
a[704] = -259.2
a[705] = -258.8
a[706] = -258.5
a[707] = 258.4
a[708] = 257.9
a[709] = 256.9
a[710] = -256.5
a[711] = 256.2
a[712] = 255
a[713] = -254.9
a[714] = 254.3
a[715] = 254.3
a[716] = -254.2
a[717] = -253.8
a[718] = -253.2
a[719] = 253.1
a[720] = 253.1
a[721] = -252.8
a[722] = 252.3
a[723] = -251.5
a[724] = 250.1
a[725] = -248.4
a[726] = 246
a[727] = -245.8
a[728] = 245.1
a[729] = 242.6
a[730] = -240.3
a[731] = -239.9
a[732] = -238.2
a[733] = -237.5
a[734] = 236.3
a[735] = -235.5
a[736] = 233.4
a[737] = 233.3
a[738] = -233.2
a[739] = 233.2
a[740] = 231.9
a[741] = 231.6
a[742] = 230.9
a[743] = 229.2
a[744] = -228.7
a[745] = -227.4
a[746] = 226.7
a[747] = 222.9
a[748] = -222.1
a[749] = 222
a[750] = 221.2
a[751] = -220.5
a[752] = 218.7
a[753] = 218
a[754] = -217.2
a[755] = 216.7
a[756] = 215.4
a[757] = -211.6
a[758] = 211.5
a[759] = 210.5
a[760] = -210.4
a[761] = 207.9
a[762] = -206.7
a[763] = -206.5
a[764] = 206.1
a[765] = 204.9
a[766] = -203.3
a[767] = -201.7
a[768] = -201.5
a[769] = 201.3
a[770] = 199.5
a[771] = -197.4
a[772] = 197.1
a[773] = 195.8
a[774] = 195.5
a[775] = 195
a[776] = -193.7
a[777] = -193.2
a[778] = -192.8
a[779] = 192.5
a[780] = 191.4
a[781] = 191.1
a[782] = -189.5
a[783] = -189.5
a[784] = 188.3
a[785] = -188.1
a[786] = 187.7
a[787] = -187.5
a[788] = 186.1
a[789] = -186.1
a[790] = -185.9
a[791] = 184.9
a[792] = 184.7
a[793] = 184.6
a[794] = 183.6
a[795] = 181.7
a[796] = 180.5
a[797] = -178.5
a[798] = 177.3
a[799] = -176.6
a[800] = -176
a[801] = -174.8
a[802] = 174.4
a[803] = -173.8
a[804] = 173.3
a[805] = 171.6
a[806] = -168.1
a[807] = -168
a[808] = -167.5
a[809] = 163.9
a[810] = -162.6
a[811] = -160.7
a[812] = 159.3
a[813] = 159.1
a[814] = 158.9
a[815] = 157.9
a[816] = 157.2
a[817] = -157.1
a[818] = -156.7
a[819] = 153.4
a[820] = 150.8
a[821] = 150.3
a[822] = -150.2
a[823] = 149.5
a[824] = 149.1
a[825] = 144.3
a[826] = -144.1
a[827] = 143.6
a[828] = -142.9
a[829] = -141.4
a[830] = -140.9
a[831] = 140.6
a[832] = 140.6
a[833] = -140.1
a[834] = -139.9
a[835] = 138.1
a[836] = 136.9
a[837] = -136.5
a[838] = 136.3
a[839] = 136.1
a[840] = 135.1
a[841] = 134.8
a[842] = 133.4
a[843] = 133.3
a[844] = 133.2
a[845] = 132.6
a[846] = 132.3
a[847] = 131
a[848] = 130.9
a[849] = 130.8
a[850] = -128.7
a[851] = -128.4
a[852] = -127.3
a[853] = 126.7
a[854] = 125.7
a[855] = -124.7
a[856] = -124.3
a[857] = 123.4
a[858] = -123.3
a[859] = 121.4
a[860] = 119.6
a[861] = -118.8
a[862] = -116.8
a[863] = -115.4
a[864] = 114.9
a[865] = 114.6
a[866] = -114.6
a[867] = 114.5
a[868] = -114.1
a[869] = -112.2
a[870] = -109.7
a[871] = 109.1
a[872] = 108.8
a[873] = 108.4
a[874] = 107.3
a[875] = -105.6
a[876] = 105.4
a[877] = 105.2
a[878] = 104.4
a[879] = 104.4
a[880] = 102.5
a[881] = -102.3
a[882] = 101.9
a[883] = -100.9
a[884] = -99.8
a[885] = -99.4
a[886] = 98.8
a[887] = 98
a[888] = 98
a[889] = 95.3
a[890] = 94.6
a[891] = 93.8
a[892] = -92.5
a[893] = 91.9
a[894] = 90.8
a[895] = -85.6
a[896] = 85.1
a[897] = -84.6
a[898] = 84.3
a[899] = 83.6
a[900] = 82.2
a[901] = 80.7
a[902] = 80.2
a[903] = -79.6
a[904] = 77.8
a[905] = 75.6
a[906] = 74.6
a[907] = 73.1
a[908] = 71.3
a[909] = 71.2
a[910] = -71.1
a[911] = 71.1
a[912] = 68.6
a[913] = 68.4
a[914] = 65.6
a[915] = -64.9
a[916] = -64.5
a[917] = -64.4
a[918] = 63.7
a[919] = 63
a[920] = -61.4
a[921] = -61.1
a[922] = -61
a[923] = -60.5
a[924] = 59
a[925] = 58.8
a[926] = 57.6
a[927] = -56.9
a[928] = -56.3
a[929] = 55.6
a[930] = -54
a[931] = -52.9
a[932] = 52.6
a[933] = 52.1
a[934] = -52
a[935] = 51.9
a[936] = 51.4
a[937] = -50.2
a[938] = -50
a[939] = 49.3
a[940] = -47.7
a[941] = -46.6
a[942] = 46.2
a[943] = 46
a[944] = -45.6
a[945] = 44.6
a[946] = -44.2
a[947] = 44.1
a[948] = 43.7
a[949] = -40.8
a[950] = 40.6
a[951] = -39.7
a[952] = 38.1
a[953] = -37.8
a[954] = -37.5
a[955] = -37.5
a[956] = 35.4
a[957] = -35.3
a[958] = 34.8
a[959] = -34.3
a[960] = -33.7
a[961] = 33.3
a[962] = -32.6
a[963] = -32.1
a[964] = 31.7
a[965] = -28.5
a[966] = -27.4
a[967] = -27.4
a[968] = -25.1
a[969] = 24.8
a[970] = -24.6
a[971] = -24.2
a[972] = 23.5
a[973] = 23.3
a[974] = 23.2
a[975] = -23.1
a[976] = -22.6
a[977] = -22.2
a[978] = -22
a[979] = -21.2
a[980] = 19.8
a[981] = -18.3
a[982] = -17.9
a[983] = -17.6
a[984] = 17.5
a[985] = 16.6
a[986] = -15.7
a[987] = -15.4
a[988] = -14.7
a[989] = 12.3
a[990] = 11.5
a[991] = 8.9
a[992] = -7.6
a[993] = 7
a[994] = 6
a[995] = 4.8
a[996] = 3.9
a[997] = -2.8
a[998] = -2.6
a[999] = 2.2
a[1000] = -0.9

